type,epsilon,perplexity,distance
w,11,16,124.15912874461
b,11,17,3.96751380046985
w,11,17,98.0634396339806
b,11,18,4.52009643116975
w,11,18,103.046506169148
b,11,19,4.15048716448645
w,11,19,98.6646296976121
b,11,20,3.62097228096026
w,11,20,88.8509088745428
b,11,21,3.08196933235023
w,11,21,69.5783078744444
b,11,22,3.27037494735369
w,11,22,75.5283872446682
b,11,23,2.64681027661749
w,11,23,67.5285204751846
b,11,24,2.94571681955902
w,11,24,64.5445184607895
b,11,25,2.06577729678051
w,11,25,50.561447037871
b,11,26,1.9028758957052
w,11,26,41.8557180887682
b,11,27,2.14615845793614
w,11,27,51.6826807455385
b,11,28,1.72782774384947
w,11,28,47.5523812580152
b,11,29,1.71585790004074
w,11,29,39.790214863082
b,11,30,1.75883247778575
w,11,30,39.3065020183002
b,11,31,1.75218553155217
w,11,31,35.437986322118
b,11,32,1.10845048761371
w,11,32,26.2978147718027
b,11,33,0.916383505395795
w,11,33,21.7530002626102
b,11,34,1.31370870182892
w,11,34,28.3711445553749
b,11,35,1.01815221461499
w,11,35,20.6321270151437
b,11,36,1.62395721904453
w,11,36,21.4213182358898
b,11,37,1.32796452639134
w,11,37,21.4485730015397
b,11,38,1.37528462517454
w,11,38,19.0728583763738
b,11,39,1.32644125212162
w,11,39,17.6629253395571
b,11,40,1.36475493935735
w,11,40,17.8579161151709
b,11,41,1.3858897202821
w,11,41,16.0358730357163
b,11,42,1.67755224895341
w,11,42,18.7362892657591
b,11,43,1.74441567539823
w,11,43,19.179160724142
b,11,44,1.67755224895341
w,11,44,21.6919403613497
b,11,45,1.80348857822274
w,11,45,23.3890317683324
b,11,46,1.67755224895341
w,11,46,24.9419922656831
b,11,47,1.80348857822274
w,11,47,27.3408177171528
b,11,48,1.80348857822274
w,11,48,28.1633407066553
b,11,49,1.80348857822274
w,11,49,28.1433177004204
b,11,50,1.80348857822274
w,11,50,27.0759959833797
b,11,51,1.80348857822274
w,11,51,27.0759959833797
b,11,52,1.80348857822274
w,11,52,27.0759959833797
b,11,53,1.80348857822274
w,11,53,27.0759959833797
b,11,54,1.80348857822274
w,11,54,27.0759959833797
b,11,55,1.80348857822274
w,11,55,27.0759959833797
b,11,56,1.80348857822274
w,11,56,27.0759959833796
b,11,57,1.80348857822274
w,11,57,27.0759959833797
b,11,58,1.80348857822274
w,11,58,27.0759959833797
b,11,59,1.80348857822274
w,11,59,27.0759959833797
b,11,60,1.80348857822274
w,11,60,27.0759959833797
b,11,61,1.80348857822274
w,11,61,27.0759959833796
b,11,62,1.80348857822274
w,11,62,27.0759959833797
b,11,63,1.80348857822274
w,11,63,27.0759959833797
b,11,64,1.80348857822274
w,11,64,27.0759959833797
b,11,65,1.80348857822274
w,11,65,27.0759959833797
b,11,66,1.80348857822274
w,11,66,27.0759959833797
b,11,67,1.80348857822274
w,11,67,27.0759959833797
b,11,68,1.80348857822274
w,11,68,27.0759959833797
b,11,69,1.80348857822274
w,11,69,27.0759959833797
b,11,70,1.80348857822274
w,11,70,27.0759959833797
b,11,71,1.80348857822274
w,11,71,27.0759959833797
b,11,72,1.80348857822274
w,11,72,27.0759959833797
b,11,73,1.80348857822274
w,11,73,27.0759959833797
b,11,74,1.80348857822274
w,11,74,27.0759959833797
b,11,75,1.80348857822274
w,11,75,27.0759959833797
b,11,76,1.80348857822274
w,11,76,27.0759959833797
b,11,77,1.80348857822274
w,11,77,27.0759959833797
b,11,78,1.80348857822274
w,11,78,27.0759959833797
b,11,79,1.80348857822274
w,11,79,27.0759959833797
b,11,80,1.80348857822274
w,11,80,27.0759959833797
b,11,81,1.80348857822274
w,11,81,27.0759959833796
b,11,82,1.80348857822274
w,11,82,27.0759959833797
b,11,83,1.80348857822274
w,11,83,27.0759959833797
b,11,84,1.80348857822274
w,11,84,27.0759959833797
b,11,85,1.80348857822274
w,11,85,27.0759959833797
b,11,86,1.80348857822274
w,11,86,27.0759959833797
b,11,87,1.80348857822274
w,11,87,27.0759959833797
b,11,88,1.80348857822274
w,11,88,27.0759959833797
b,11,89,1.80348857822274
w,11,89,27.0759959833797
b,11,90,1.80348857822274
w,11,90,27.0759959833797
b,11,91,1.80348857822274
w,11,91,27.0759959833797
b,11,92,1.80348857822274
w,11,92,27.0759959833797
b,11,93,1.80348857822274
w,11,93,27.0759959833797
b,11,94,1.80348857822274
w,11,94,27.0759959833797
b,11,95,1.80348857822274
w,11,95,27.0759959833797
b,11,96,1.80348857822274
w,11,96,27.0759959833796
b,11,97,1.80348857822274
w,11,97,27.0759959833797
b,11,98,1.80348857822274
w,11,98,27.0759959833797
b,11,99,1.80348857822274
w,11,99,27.0759959833797
b,11,100,1.80348857822274
w,11,100,27.0759959833797
b,12,2,45.8160195930246
w,12,2,1352.55313550008
b,12,3,45.5768063444551
w,12,3,1270.49979392264
b,12,4,45.8030413013185
w,12,4,1184.18009544097
b,12,5,50.1938489748134
w,12,5,1142.72678010996
b,12,6,42.1553571360944
w,12,6,942.563619597057
b,12,7,26.0515070930969
w,12,7,638.492963087139
b,12,8,15.4728210939075
w,12,8,410.684019124375
b,12,9,18.8077356506584
w,12,9,427.05793540015
b,12,10,12.1029616092966
w,12,10,298.390485868639
b,12,11,7.74773196590968
w,12,11,187.682180535173
b,12,12,8.36346925064516
w,12,12,209.375918640528
b,12,13,5.37177231895629
w,12,13,126.639038051336
b,12,14,5.92427527442447
w,12,14,152.814341201787
b,12,15,5.24817441364859
w,12,15,134.228496753729
b,12,16,3.97940786500049
w,12,16,100.769526730931
b,12,17,4.35328982766786
w,12,17,121.72000473815
b,12,18,4.58132802315426
w,12,18,111.093942334543
b,12,19,3.93376677385084
w,12,19,96.3440748358204
b,12,20,2.56618801964052
w,12,20,57.626656229123
b,12,21,3.10870175122413
w,12,21,85.4495853733562
b,12,22,2.72530266858445
w,12,22,76.8922982157481
b,12,23,2.97447727657911
w,12,23,71.6957806350152
b,12,24,2.41415234974516
w,12,24,64.9591709148337
b,12,25,2.80573471690605
w,12,25,59.2968801483757
b,12,26,2.44780455472967
w,12,26,54.3521119474384
b,12,27,1.64382352083478
w,12,27,39.2286691410295
b,12,28,1.61718691657973
w,12,28,45.7289485601862
b,12,29,1.77099875688244
w,12,29,39.6338337064168
b,12,30,1.47122999966856
w,12,30,30.360599748397
b,12,31,1.52559481401145
w,12,31,33.4774623174304
b,12,32,1.40540579525386
w,12,32,32.5528429900176
b,12,33,1.09189162898902
w,12,33,27.8980144252437
b,12,34,0.963578025416828
w,12,34,24.2606260932145
b,12,35,1.06649529219975
w,12,35,25.2339750472999
b,12,36,1.3391534927344
w,12,36,20.8578733766756
b,12,37,1.59198396062671
w,12,37,21.2705809705445
b,12,38,1.67755224895341
w,12,38,20.2271945429925
b,12,39,1.40939857513679
w,12,39,17.5231895055166
b,12,40,1.23327789250141
w,12,40,18.9330108609755
b,12,41,1.67755224895341
w,12,41,18.8733350702025
b,12,42,1.67755224895341
w,12,42,19.551660884819
b,12,43,1.67755224895341
w,12,43,20.7385521341687
b,12,44,1.80348857822274
w,12,44,21.6927948185667
b,12,45,1.80348857822274
w,12,45,22.1971954048752
b,12,46,1.80348857822274
w,12,46,25.7454489290428
b,12,47,1.80348857822274
w,12,47,27.8877600571617
b,12,48,1.80348857822274
w,12,48,29.5956840656155
b,12,49,1.80348857822274
w,12,49,28.3703650600337
b,12,50,1.80348857822274
w,12,50,27.0759959833796
b,12,51,1.80348857822274
w,12,51,27.0759959833796
b,12,52,1.80348857822274
w,12,52,27.0759959833796
b,12,53,1.80348857822274
w,12,53,27.0759959833796
b,12,54,1.80348857822274
w,12,54,27.0759959833796
b,12,55,1.80348857822274
w,12,55,27.0759959833796
b,12,56,1.80348857822274
w,12,56,27.0759959833796
b,12,57,1.80348857822274
w,12,57,27.0759959833796
b,12,58,1.80348857822274
w,12,58,27.0759959833796
b,12,59,1.80348857822274
w,12,59,27.0759959833796
b,12,60,1.80348857822274
w,12,60,27.0759959833796
b,12,61,1.80348857822274
w,12,61,27.0759959833796
b,12,62,1.80348857822274
w,12,62,27.0759959833796
b,12,63,1.80348857822274
w,12,63,27.0759959833796
b,12,64,1.80348857822274
w,12,64,27.0759959833796
b,12,65,1.80348857822274
w,12,65,27.0759959833796
b,12,66,1.80348857822274
w,12,66,27.0759959833796
b,12,67,1.80348857822274
w,12,67,27.0759959833796
b,12,68,1.80348857822274
w,12,68,27.0759959833796
b,12,69,1.80348857822274
w,12,69,27.0759959833796
b,12,70,1.80348857822274
w,12,70,27.0759959833796
b,12,71,1.80348857822274
w,12,71,27.0759959833796
b,12,72,1.80348857822274
w,12,72,27.0759959833796
b,12,73,1.80348857822274
w,12,73,27.0759959833796
b,12,74,1.80348857822274
w,12,74,27.0759959833796
b,12,75,1.80348857822274
w,12,75,27.0759959833796
b,12,76,1.80348857822274
w,12,76,27.0759959833796
b,12,77,1.80348857822274
w,12,77,27.0759959833796
b,12,78,1.80348857822274
w,12,78,27.0759959833796
b,12,79,1.80348857822274
w,12,79,27.0759959833796
b,12,80,1.80348857822274
w,12,80,27.0759959833796
b,12,81,1.80348857822274
w,12,81,27.0759959833796
b,12,82,1.80348857822274
w,12,82,27.0759959833796
b,12,83,1.80348857822274
w,12,83,27.0759959833796
b,12,84,1.80348857822274
w,12,84,27.0759959833796
b,12,85,1.80348857822274
w,12,85,27.0759959833796
b,12,86,1.80348857822274
w,12,86,27.0759959833796
b,12,87,1.80348857822274
w,12,87,27.0759959833796
b,12,88,1.80348857822274
w,12,88,27.0759959833796
b,12,89,1.80348857822274
w,12,89,27.0759959833796
b,12,90,1.80348857822274
w,12,90,27.0759959833796
b,12,91,1.80348857822274
w,12,91,27.0759959833796
b,12,92,1.80348857822274
w,12,92,27.0759959833796
b,12,93,1.80348857822274
w,12,93,27.0759959833796
b,12,94,1.80348857822274
w,12,94,27.0759959833796
b,12,95,1.80348857822274
w,12,95,27.0759959833796
b,12,96,1.80348857822274
w,12,96,27.0759959833796
b,12,97,1.80348857822274
w,12,97,27.0759959833796
b,12,98,1.80348857822274
w,12,98,27.0759959833796
b,12,99,1.80348857822274
w,12,99,27.0759959833796
b,12,100,1.80348857822274
w,12,100,27.0759959833796
b,13,2,39.3093671285765
w,13,2,1046.28704328924
b,13,3,49.7161069903115
w,13,3,1258.63625252475
b,13,4,43.5248168861205
w,13,4,1113.63796913335
b,13,5,42.6880568486848
w,13,5,940.241141402734
b,13,6,40.7467329313745
w,13,6,1080.51204061051
b,13,7,36.7616595550731
w,13,7,894.42048350957
b,13,8,25.3343181171989
w,13,8,560.518213656598
b,13,9,20.6307587515722
w,13,9,444.477406826721
b,13,10,14.0616250558403
w,13,10,310.29232081964
b,13,11,10.1024008848401
w,13,11,236.142361863307
b,13,12,8.07639835287216
w,13,12,197.702995134044
b,13,13,7.05713342309902
w,13,13,177.124453936708
b,13,14,5.94647038596644
w,13,14,169.422777644213
b,13,15,5.29385978142865
w,13,15,144.624867469055
b,13,16,4.2899555635053
w,13,16,121.748520573006
b,13,17,4.84215447905744
w,13,17,119.413692999006
b,13,18,3.77882242366946
w,13,18,103.821085053349
b,13,19,3.48647905150616
w,13,19,93.6026849196883
b,13,20,3.33545046692629
w,13,20,84.545666210706
b,13,21,2.39499086460688
w,13,21,66.0840361220416
b,13,22,2.46812523953957
w,13,22,64.5357823459088
b,13,23,3.25965318645634
w,13,23,72.2274883058614
b,13,24,2.64300827291833
w,13,24,62.2211989347768
b,13,25,1.8876449517166
w,13,25,41.573433190412
b,13,26,2.20811224144542
w,13,26,54.3593766677648
b,13,27,1.67101091768113
w,13,27,38.4474478563109
b,13,28,1.93299300899808
w,13,28,45.6402654704363
b,13,29,1.83381155679504
w,13,29,33.1322983306643
b,13,30,1.44569337377692
w,13,30,30.7629106956605
b,13,31,1.57771920445396
w,13,31,33.5052324606032
b,13,32,1.34359040116959
w,13,32,32.2970962331441
b,13,33,1.18729888102673
w,13,33,24.6980593503528
b,13,34,1.31710030566168
w,13,34,25.2954450196527
b,13,35,1.04343793679037
w,13,35,23.0891315361018
b,13,36,0.647001497418537
w,13,36,13.5388439094036
b,13,37,0.88486411608937
w,13,37,15.3220752535302
b,13,38,1.06111839201079
w,13,38,15.8587616104316
b,13,39,1.44229153243508
w,13,39,16.5846639574702
b,13,40,1.36226564543673
w,13,40,19.6628216192542
b,13,41,1.58411273803213
w,13,41,18.1436865130318
b,13,42,1.535905665893
w,13,42,17.8275354580204
b,13,43,1.67755224895341
w,13,43,20.2515227542451
b,13,44,1.67755224895341
w,13,44,20.0287478354337
b,13,45,1.67755224895341
w,13,45,23.2569188149493
b,13,46,1.80348857822274
w,13,46,25.751313899329
b,13,47,1.80348857822274
w,13,47,27.639495561255
b,13,48,1.80348857822274
w,13,48,29.6014447081405
b,13,49,1.80348857822274
w,13,49,28.2044397117532
b,13,50,1.80348857822274
w,13,50,27.0759959833796
b,13,51,1.80348857822274
w,13,51,27.0759959833796
b,13,52,1.80348857822274
w,13,52,27.0759959833796
b,13,53,1.80348857822274
w,13,53,27.0759959833796
b,13,54,1.80348857822274
w,13,54,27.0759959833796
b,13,55,1.80348857822274
w,13,55,27.0759959833796
b,13,56,1.80348857822274
w,13,56,27.0759959833796
b,13,57,1.80348857822274
w,13,57,27.0759959833796
b,13,58,1.80348857822274
w,13,58,27.0759959833796
b,13,59,1.80348857822274
w,13,59,27.0759959833796
b,13,60,1.80348857822274
w,13,60,27.0759959833796
b,13,61,1.80348857822274
w,13,61,27.0759959833796
b,13,62,1.80348857822274
w,13,62,27.0759959833796
b,13,63,1.80348857822274
w,13,63,27.0759959833796
b,13,64,1.80348857822274
w,13,64,27.0759959833796
b,13,65,1.80348857822274
w,13,65,27.0759959833796
b,13,66,1.80348857822274
w,13,66,27.0759959833796
b,13,67,1.80348857822274
w,13,67,27.0759959833796
b,13,68,1.80348857822274
w,13,68,27.0759959833796
b,13,69,1.80348857822274
w,13,69,27.0759959833796
b,13,70,1.80348857822274
w,13,70,27.0759959833796
b,13,71,1.80348857822274
w,13,71,27.0759959833796
b,13,72,1.80348857822274
w,13,72,27.0759959833796
b,13,73,1.80348857822274
w,13,73,27.0759959833796
b,13,74,1.80348857822274
w,13,74,27.0759959833796
b,13,75,1.80348857822274
w,13,75,27.0759959833796
b,13,76,1.80348857822274
w,13,76,27.0759959833796
b,13,77,1.80348857822274
w,13,77,27.0759959833796
b,13,78,1.80348857822274
w,13,78,27.0759959833796
b,13,79,1.80348857822274
w,13,79,27.0759959833796
b,13,80,1.80348857822274
w,13,80,27.0759959833796
b,13,81,1.80348857822274
w,13,81,27.0759959833796
b,13,82,1.80348857822274
w,13,82,27.0759959833796
b,13,83,1.80348857822274
w,13,83,27.0759959833796
b,13,84,1.80348857822274
w,13,84,27.0759959833796
b,13,85,1.80348857822274
w,13,85,27.0759959833796
b,13,86,1.80348857822274
w,13,86,27.0759959833796
b,13,87,1.80348857822274
w,13,87,27.0759959833796
b,13,88,1.80348857822274
w,13,88,27.0759959833796
b,13,89,1.80348857822274
w,13,89,27.0759959833796
b,13,90,1.80348857822274
w,13,90,27.0759959833796
b,13,91,1.80348857822274
w,13,91,27.0759959833796
b,13,92,1.80348857822274
w,13,92,27.0759959833796
b,13,93,1.80348857822274
w,13,93,27.0759959833796
b,13,94,1.80348857822274
w,13,94,27.0759959833796
b,13,95,1.80348857822274
w,13,95,27.0759959833796
b,13,96,1.80348857822274
w,13,96,27.0759959833796
b,13,97,1.80348857822274
w,13,97,27.0759959833796
b,13,98,1.80348857822274
w,13,98,27.0759959833796
b,13,99,1.80348857822274
w,13,99,27.0759959833796
b,13,100,1.80348857822274
w,13,100,27.0759959833796
b,14,2,56.5653015932378
w,14,2,1222.22695495971
b,14,3,29.9742108354105
w,14,3,972.482472981535
b,14,4,45.2979227058156
w,14,4,1098.1861320305
b,14,5,46.6884805753064
w,14,5,1181.80140486003
b,14,6,46.795084995735
w,14,6,1050.70246734533
b,14,7,38.3954994836089
w,14,7,923.655454974958
b,14,8,20.9100254994014
w,14,8,562.219771962579
b,14,9,22.4310776508445
w,14,9,507.808143198564
b,14,10,13.6774125002795
w,14,10,385.285908643653
b,14,11,10.2379555349245
w,14,11,287.662294952272
b,14,12,8.36974162315989
w,14,12,230.193593369839
b,14,13,7.23035497876754
w,14,13,187.882475522238
b,14,14,6.12656782397241
w,14,14,152.932156230799
b,14,15,4.10903816130935
w,14,15,92.0097896713589
b,14,16,3.83568848642721
w,14,16,85.6587458136856
b,14,17,4.43253821539517
w,14,17,111.944802619909
b,14,18,3.53156117474208
w,14,18,84.1460205681004
b,14,19,3.78337630782644
w,14,19,102.703455068989
b,14,20,3.56019036237427
w,14,20,93.9813338715696
b,14,21,3.08585105285302
w,14,21,75.9049076722896
b,14,22,2.94523512777702
w,14,22,68.9364339224261
b,14,23,2.00592145706387
w,14,23,44.1109598942098
b,14,24,2.90948853616462
w,14,24,63.2751221043036
b,14,25,1.60889029245676
w,14,25,34.0029049435355
b,14,26,1.45427735929094
w,14,26,31.1845919523532
b,14,27,2.47128533863208
w,14,27,50.8128472395334
b,14,28,1.93993816613646
w,14,28,44.0137474900785
b,14,29,1.64290116857239
w,14,29,43.1016853180375
b,14,30,1.24077723263961
w,14,30,30.2993028985452
b,14,31,1.93709120121386
w,14,31,35.3366694557088
b,14,32,1.28734679619574
w,14,32,31.5543410785507
b,14,33,1.1821116426069
w,14,33,27.7532644977226
b,14,34,1.37681113309454
w,14,34,26.4030740236429
b,14,35,1.08461831899074
w,14,35,23.6740114205926
b,14,36,1.52719974158517
w,14,36,22.2642315581795
b,14,37,1.51536505352342
w,14,37,21.1295685215976
b,14,38,0.928366273922996
w,14,38,19.3588779399326
b,14,39,1.58145271562112
w,14,39,18.1535679195245
b,14,40,1.57960903157064
w,14,40,16.6931193108053
b,14,41,1.52383375259371
w,14,41,18.3669559898438
b,14,42,1.67755224895341
w,14,42,19.7005493474084
b,14,43,1.67755224895341
w,14,43,21.0736229896895
b,14,44,1.67755224895341
w,14,44,21.188432648805
b,14,45,1.67755224895341
w,14,45,22.6128808575241
b,14,46,1.71822249658675
w,14,46,25.4913849989775
b,14,47,1.80348857822274
w,14,47,27.9171593468786
b,14,48,1.80348857822274
w,14,48,29.3232363206292
b,14,49,1.80348857822274
w,14,49,28.3597569567464
b,14,50,1.80348857822274
w,14,50,27.07599598338
b,14,51,1.80348857822274
w,14,51,27.0759959833799
b,14,52,1.80348857822274
w,14,52,27.0759959833799
b,14,53,1.80348857822274
w,14,53,27.0759959833799
b,14,54,1.80348857822274
w,14,54,27.0759959833799
b,14,55,1.80348857822274
w,14,55,27.0759959833799
b,14,56,1.80348857822274
w,14,56,27.07599598338
b,14,57,1.80348857822274
w,14,57,27.0759959833799
b,14,58,1.80348857822274
w,14,58,27.0759959833799
b,14,59,1.80348857822274
w,14,59,27.0759959833799
b,14,60,1.80348857822274
w,14,60,27.0759959833798
b,14,61,1.80348857822274
w,14,61,27.0759959833799
b,14,62,1.80348857822274
w,14,62,27.0759959833799
b,14,63,1.80348857822274
w,14,63,27.0759959833798
b,14,64,1.80348857822274
w,14,64,27.07599598338
b,14,65,1.80348857822274
w,14,65,27.0759959833798
b,14,66,1.80348857822274
w,14,66,27.0759959833799
b,14,67,1.80348857822274
w,14,67,27.0759959833799
b,14,68,1.80348857822274
w,14,68,27.0759959833798
b,14,69,1.80348857822274
w,14,69,27.0759959833799
b,14,70,1.80348857822274
w,14,70,27.0759959833799
b,14,71,1.80348857822274
w,14,71,27.0759959833799
b,14,72,1.80348857822274
w,14,72,27.0759959833798
b,14,73,1.80348857822274
w,14,73,27.0759959833799
b,14,74,1.80348857822274
w,14,74,27.0759959833799
b,14,75,1.80348857822274
w,14,75,27.0759959833799
b,14,76,1.80348857822274
w,14,76,27.0759959833799
b,14,77,1.80348857822274
w,14,77,27.0759959833799
b,14,78,1.80348857822274
w,14,78,27.0759959833799
b,14,79,1.80348857822274
w,14,79,27.0759959833799
b,14,80,1.80348857822274
w,14,80,27.0759959833799
b,14,81,1.80348857822274
w,14,81,27.0759959833799
b,14,82,1.80348857822274
w,14,82,27.0759959833799
b,14,83,1.80348857822274
w,14,83,27.0759959833799
b,14,84,1.80348857822274
w,14,84,27.0759959833799
b,14,85,1.80348857822274
w,14,85,27.0759959833799
b,14,86,1.80348857822274
w,14,86,27.0759959833799
b,14,87,1.80348857822274
w,14,87,27.0759959833799
b,14,88,1.80348857822274
w,14,88,27.0759959833799
b,14,89,1.80348857822274
w,14,89,27.0759959833799
b,14,90,1.80348857822274
w,14,90,27.0759959833799
b,14,91,1.80348857822274
w,14,91,27.0759959833799
b,14,92,1.80348857822274
w,14,92,27.07599598338
b,14,93,1.80348857822274
w,14,93,27.0759959833799
b,14,94,1.80348857822274
w,14,94,27.0759959833799
b,14,95,1.80348857822274
w,14,95,27.0759959833799
b,14,96,1.80348857822274
w,14,96,27.0759959833798
b,14,97,1.80348857822274
w,14,97,27.0759959833798
b,14,98,1.80348857822274
w,14,98,27.0759959833799
b,14,99,1.80348857822274
w,14,99,27.0759959833799
b,14,100,1.80348857822274
w,14,100,27.0759959833799
b,15,2,44.1245371109909
w,15,2,1101.54022090261
b,15,3,34.3817049175455
w,15,3,1159.44688215714
b,15,4,47.248255026482
w,15,4,1169.3669157268
b,15,5,44.8602618994158
w,15,5,987.293659614321
b,15,6,21.219328873541
w,15,6,638.999196808038
b,15,7,33.2827116994889
w,15,7,709.796546571696
b,15,8,20.5723757876579
w,15,8,560.376974622112
b,15,9,21.1608643099726
w,15,9,457.037407492891
b,15,10,14.3719525923024
w,15,10,377.587410667946
b,15,11,7.34369003183927
w,15,11,168.921592050085
b,15,12,6.75142917517728
w,15,12,179.604572025989
b,15,13,6.63890074434996
w,15,13,173.886740283317
b,15,14,6.37399854398649
w,15,14,166.9020501675
b,15,15,5.48431454953762
w,15,15,135.237008004418
b,15,16,4.86622659465222
w,15,16,130.21646866833
b,15,17,4.41715232797773
w,15,17,110.709653024633
b,15,18,4.66980553622046
w,15,18,111.612699074276
b,15,19,3.16431478125721
w,15,19,68.471177267709
b,15,20,3.40371157796495
w,15,20,89.4497223461691
b,15,21,3.02123519998716
w,15,21,77.7193188589734
b,15,22,2.79672132901591
w,15,22,74.2850440612525
b,15,23,2.93765713907439
w,15,23,67.4449960056422
b,15,24,2.1687281130394
w,15,24,44.4719852445552
b,15,25,2.50866541161164
w,15,25,58.0001279894359
b,15,26,1.82360752019198
w,15,26,52.8400406474752
b,15,27,2.01254561826368
w,15,27,51.0205164827517
b,15,28,1.93480436007549
w,15,28,39.6132199930893
b,15,29,2.2171714711288
w,15,29,41.0801135313653
b,15,30,1.29477761618878
w,15,30,30.2784606946516
b,15,31,1.35682329765903
w,15,31,34.4584379006556
b,15,32,1.13741628926935
w,15,32,30.0884576645032
b,15,33,1.19595303150191
w,15,33,28.1597914722451
b,15,34,1.05960601257056
w,15,34,26.3285538483939
b,15,35,1.44141594193326
w,15,35,24.8283100222561
b,15,36,1.15587647616191
w,15,36,23.9591273243478
b,15,37,1.03145578046053
w,15,37,22.1656899379853
b,15,38,0.942007749133696
w,15,38,11.3731194494051
b,15,39,1.02719711388593
w,15,39,8.98837062538212
b,15,40,1.52405036032967
w,15,40,18.9943025847362
b,15,41,1.52329649649089
w,15,41,18.1559986016758
b,15,42,1.67755224895341
w,15,42,17.3468201418522
b,15,43,1.67755224895341
w,15,43,20.3918268326652
b,15,44,1.67755224895341
w,15,44,20.9161019054767
b,15,45,1.80348857822274
w,15,45,23.3974261841
b,15,46,1.79138472972885
w,15,46,24.4734339758484
b,15,47,1.80348857822274
w,15,47,26.2689346782544
b,15,48,1.80348857822274
w,15,48,29.0836642208487
b,15,49,1.80348857822274
w,15,49,28.2908220137034
b,15,50,1.80348857822274
w,15,50,27.0759959833797
b,15,51,1.80348857822274
w,15,51,27.0759959833797
b,15,52,1.80348857822274
w,15,52,27.0759959833797
b,15,53,1.80348857822274
w,15,53,27.0759959833797
b,15,54,1.80348857822274
w,15,54,27.0759959833797
b,15,55,1.80348857822274
w,15,55,27.0759959833797
b,15,56,1.80348857822274
w,15,56,27.0759959833797
b,15,57,1.80348857822274
w,15,57,27.0759959833797
b,15,58,1.80348857822274
w,15,58,27.0759959833797
b,15,59,1.80348857822274
w,15,59,27.0759959833797
b,15,60,1.80348857822274
w,15,60,27.0759959833797
b,15,61,1.80348857822274
w,15,61,27.0759959833797
b,15,62,1.80348857822274
w,15,62,27.0759959833797
b,15,63,1.80348857822274
w,15,63,27.0759959833797
b,15,64,1.80348857822274
w,15,64,27.0759959833797
b,15,65,1.80348857822274
w,15,65,27.0759959833797
b,15,66,1.80348857822274
w,15,66,27.0759959833797
b,15,67,1.80348857822274
w,15,67,27.0759959833797
b,15,68,1.80348857822274
w,15,68,27.0759959833797
b,15,69,1.80348857822274
w,15,69,27.0759959833797
b,15,70,1.80348857822274
w,15,70,27.0759959833797
b,15,71,1.80348857822274
w,15,71,27.0759959833797
b,15,72,1.80348857822274
w,15,72,27.0759959833797
b,15,73,1.80348857822274
w,15,73,27.0759959833797
b,15,74,1.80348857822274
w,15,74,27.0759959833797
b,15,75,1.80348857822274
w,15,75,27.0759959833797
b,15,76,1.80348857822274
w,15,76,27.0759959833796
b,15,77,1.80348857822274
w,15,77,27.0759959833797
b,15,78,1.80348857822274
w,15,78,27.0759959833797
b,15,79,1.80348857822274
w,15,79,27.0759959833797
b,15,80,1.80348857822274
w,15,80,27.0759959833797
b,15,81,1.80348857822274
w,15,81,27.0759959833797
b,15,82,1.80348857822274
w,15,82,27.0759959833797
b,15,83,1.80348857822274
w,15,83,27.0759959833796
b,15,84,1.80348857822274
w,15,84,27.0759959833797
b,15,85,1.80348857822274
w,15,85,27.0759959833797
b,15,86,1.80348857822274
w,15,86,27.0759959833797
b,15,87,1.80348857822274
w,15,87,27.0759959833797
b,15,88,1.80348857822274
w,15,88,27.0759959833797
b,15,89,1.80348857822274
w,15,89,27.0759959833797
b,15,90,1.80348857822274
w,15,90,27.0759959833797
b,15,91,1.80348857822274
w,15,91,27.0759959833797
b,15,92,1.80348857822274
w,15,92,27.0759959833797
b,15,93,1.80348857822274
w,15,93,27.0759959833797
b,15,94,1.80348857822274
w,15,94,27.0759959833797
b,15,95,1.80348857822274
w,15,95,27.0759959833797
b,15,96,1.80348857822274
w,15,96,27.0759959833797
b,15,97,1.80348857822274
w,15,97,27.0759959833797
b,15,98,1.80348857822274
w,15,98,27.0759959833797
b,15,99,1.80348857822274
w,15,99,27.0759959833797
b,15,100,1.80348857822274
w,15,100,27.0759959833797
b,16,2,48.2866596265081
w,16,2,846.642941407578
b,16,3,29.6373802947379
w,16,3,900.175429439715
b,16,4,30.3937466818628
w,16,4,892.871759371634
b,16,5,44.1937484572685
w,16,5,1172.07639702104
b,16,6,30.2666542565329
w,16,6,741.717217188206
b,16,7,36.6901920237797
w,16,7,941.874576251299
b,16,8,19.0684572005539
w,16,8,389.021372231916
b,16,9,19.2045692129934
w,16,9,429.12500319085
b,16,10,9.19197316273108
w,16,10,216.988323933394
b,16,11,8.45990310096977
w,16,11,225.133792956977
b,16,12,7.97408691150183
w,16,12,232.15967631103
b,16,13,6.7843965125435
w,16,13,172.717403662572
b,16,14,6.12656802573651
w,16,14,152.015557365179
b,16,15,5.70613319744667
w,16,15,138.160700861977
b,16,16,4.82403167347797
w,16,16,128.592120143674
b,16,17,4.26734041425285
w,16,17,106.526887811208
b,16,18,3.39802322190072
w,16,18,75.9829829792045
b,16,19,3.49700777231855
w,16,19,93.7165881422375
b,16,20,3.10113945256739
w,16,20,82.264117521822
b,16,21,3.09891888759072
w,16,21,79.970451237553
b,16,22,3.18932225061391
w,16,22,77.2426884862744
b,16,23,2.82656051294021
w,16,23,70.1627061131689
